input_fn, RMSE_avgs,MSE_avgs,steps,batch_fractions,reg_types,reg_params,timings
50000,3186.0310015595874,10281037.585663795,0.051,0.01,l1,0.006,39.92111396789551
50000,3186.0314171832415,10281040.215923754,0.051,0.01,l1,0.011,70.24656009674072
50000,3186.0318328101516,10281042.846204517,0.051,0.01,l1,0.016,39.63834095001221
50000,3186.0322484403214,10281045.476506107,0.051,0.01,l1,0.021,39.81373596191406
50000,3186.0326640737503,10281048.106828516,0.051,0.01,l1,0.026,39.7276771068573
50000,3186.0330797104334,10281050.737171713,0.051,0.01,l1,0.031,40.00224208831787
50000,3186.0334953503771,10281053.367535742,0.051,0.01,l1,0.036,39.83120512962341
50000,3186.0339109935767,10281055.997920573,0.051,0.01,l1,0.041,40.01478099822998
50000,3186.034326640035,10281058.628326226,0.051,0.01,l1,0.046,71.11469507217407
50000,3186.0578761253073,10281207.735147649,0.051,0.01,l2,0.001,39.36554980278015
50000,3186.1947659190428,10282074.421388853,0.051,0.01,l2,0.006,39.91021800041199
50000,3186.3316926397556,10282941.358639803,0.051,0.01,l2,0.011,41.63455009460449
50000,3186.4686538320379,10283808.531574141,0.051,0.01,l2,0.016,40.171175956726074
50000,3186.6056470634362,10284675.925006673,0.051,0.01,l2,0.021,39.54843521118164
50000,3186.7426699242997,10285543.523892459,0.051,0.01,l2,0.026,41.17390012741089
50000,3186.8797200275831,10286411.313325616,0.051,0.01,l2,0.031,77.10344099998474
50000,3187.0167950086898,10287279.278538324,0.051,0.01,l2,0.036,39.469094038009644
50000,3187.1538925252908,10288147.404899774,0.051,0.01,l2,0.041,40.27611684799194
50000,3187.2910102571436,10289015.67791502,0.051,0.01,l2,0.046,39.79012989997864
50000,3185.660697656559,10278434.967618737,0.051,0.04,l1,0.001,40.52227783203125
50000,3185.6611101892604,10278437.575655287,0.051,0.04,l1,0.006,40.34048509597778
50000,3185.6615227252191,10278440.183712643,0.051,0.04,l1,0.011,41.26347208023071
50000,3185.6619352644389,10278442.791790824,0.051,0.04,l1,0.016,76.66218113899231
50000,3185.6623478069173,10278445.399889819,0.051,0.04,l1,0.021,45.98146986961365
50000,3185.6627603526522,10278448.008009613,0.051,0.04,l1,0.026,42.2563099861145
50000,3185.6631729016481,10278450.616150238,0.051,0.04,l1,0.031,44.21062517166138
50000,3185.6635854539022,10278453.22431167,0.051,0.04,l1,0.036,59.43330907821655
50000,3185.6639980094133,10278455.832493905,0.051,0.04,l1,0.041,42.375730991363525
50000,3185.6644105681867,10278458.440696973,0.051,0.04,l1,0.046,46.350656032562256
50000,3185.6876609784845,10278605.603358703,0.051,0.04,l2,0.001,41.52687406539917
50000,3185.8229152271765,10279461.5616241,0.051,0.04,l2,0.006,46.114725828170776
50000,3185.9582095309934,10280317.794584151,0.051,0.04,l2,0.011,42.25405192375183
50000,3186.0935414643013,10281174.287066946,0.051,0.04,l2,0.016,45.02666687965393
50000,3186.2289086239834,10282031.024039317,0.051,0.04,l2,0.021,84.03684091567993
50000,3186.3643086292586,10282887.990605725,0.051,0.04,l2,0.026,47.299999952316284
50000,3186.4997391215265,10283745.172007304,0.051,0.04,l2,0.031,43.00757694244385
50000,3186.6351977641802,10284602.553620737,0.051,0.04,l2,0.036,43.07167601585388
50000,3186.7706822424489,10285460.120957267,0.051,0.04,l2,0.041,44.3149778842926
50000,3186.9061902632211,10286317.859661628,0.051,0.04,l2,0.046,42.36881399154663
50000,3185.3669207325265,10276971.608656736,0.051,0.07,l1,0.001,43.86641597747803
50000,3185.3673304248146,10276974.202237055,0.051,0.07,l1,0.006,82.42865204811096
50000,3185.3677401203631,10276976.795838181,0.051,0.07,l1,0.011,46.46577000617981
50000,3185.3681498191727,10276979.389460133,0.051,0.07,l1,0.016,41.11599087715149
50000,3185.3685595212401,10276981.983102877,0.051,0.07,l1,0.021,42.72424292564392
50000,3185.3689692265698,10276984.57676645,0.051,0.07,l1,0.026,47.28742790222168
50000,3185.3693789351564,10276987.170450814,0.051,0.07,l1,0.031,42.38121199607849
50000,3185.3697886470081,10276989.764156019,0.051,0.07,l1,0.036,42.8588080406189
50000,3185.3701983621149,10276992.357882004,0.051,0.07,l1,0.041,81.59546208381653
50000,3185.3706080804836,10276994.951628819,0.051,0.07,l1,0.046,40.975147008895874
50000,3185.3937946900051,10277141.773466215,0.051,0.07,l2,0.001,40.1297550201416
50000,3185.5286029844406,10277995.381302986,0.051,0.07,l2,0.006,40.71990990638733
50000,3185.6634574849659,10278849.294824053,0.051,0.07,l2,0.011,40.67205190658569
50000,3185.7983557256689,10279703.498662451,0.051,0.07,l2,0.016,42.10936093330383
50000,3185.9332952633813,10280557.977591023,0.051,0.07,l2,0.021,41.254318952560425
50000,3186.0682736774929,10281412.716521272,0.051,0.07,l2,0.026,73.99427485466003
50000,3186.2032885697904,10282267.700502371,0.051,0.07,l2,0.031,41.47450494766235
50000,3186.3383375642707,10283122.914720055,0.051,0.07,l2,0.036,40.47200584411621
50000,3186.4734183069886,10283978.34449565,0.051,0.07,l2,0.041,41.72659492492676
50000,3186.6085284658757,10284833.975284999,0.051,0.07,l2,0.046,40.268770933151245
50000,3185.7353229671889,10279393.085486213,0.051,0.1,l1,0.001,41.56763410568237
50000,3185.7357358104045,10279395.700038964,0.051,0.1,l1,0.006,41.050881147384644
50000,3185.7361486568766,10279398.314612512,0.051,0.1,l1,0.011,68.10230112075806
50000,3185.7365615066092,10279400.929206882,0.051,0.1,l1,0.016,46.58367586135864
50000,3185.7369743596,10279403.543822061,0.051,0.1,l1,0.021,49.97330188751221
50000,3185.7373872158519,10279406.158458058,0.051,0.1,l1,0.026,44.3171010017395
50000,3185.7378000753588,10279408.773114856,0.051,0.1,l1,0.031,46.61010503768921
50000,3185.7382129381272,10279411.387792474,0.051,0.1,l1,0.036,42.743109941482544
50000,3185.7386258041547,10279414.002490906,0.051,0.1,l1,0.041,46.33408284187317
50000,3185.7390386734405,10279416.617210144,0.051,0.1,l1,0.046,43.017086029052734
50000,3185.7622641216558,10279563.735389922,0.051,0.1,l2,0.001,46.8603298664093
50000,3185.8974079024665,10280419.765937826,0.051,0.1,l2,0.006,44.66470909118652
50000,3186.032591843606,10281276.062846318,0.051,0.1,l2,0.011,80.58341097831726
50000,3186.1678135289562,10282132.611060863,0.051,0.1,l2,0.016,42.62359309196472
50000,3186.3030705647679,10282989.395664403,0.051,0.1,l2,0.021,45.25189709663391
50000,3186.4383605794837,10283846.40187631,0.051,0.1,l2,0.026,44.99639296531677
50000,3186.5736812235687,10284703.615051318,0.051,0.1,l2,0.031,47.12684488296509
50000,3186.7090301693561,10285561.020678602,0.051,0.1,l2,0.036,46.228445053100586
50000,3186.8444051108577,10286418.604380613,0.051,0.1,l2,0.041,43.26393485069275
50000,3186.979803763611,10287276.351912152,0.051,0.1,l2,0.046,83.31946206092834
50000,3185.6363867550867,10278626.542025222,0.051,0.13,l1,0.001,43.68243479728699
50000,3185.636798887384,10278629.150801148,0.051,0.13,l1,0.006,41.55723690986633
50000,3185.6372110229358,10278631.759597857,0.051,0.13,l1,0.011,41.63164305686951
50000,3185.6376231617519,10278634.36841541,0.051,0.13,l1,0.016,41.37990713119507
50000,3185.638035303823,10278636.97725375,0.051,0.13,l1,0.021,41.64663004875183
50000,3185.6384474491542,10278639.586112907,0.051,0.13,l1,0.026,41.68663287162781
50000,3185.6388595977473,10278642.194992896,0.051,0.13,l1,0.031,75.26129794120789
50000,3185.6392717495969,10278644.80389368,0.051,0.13,l1,0.036,41.2288179397583
50000,3185.6396839047056,10278647.412815269,0.051,0.13,l1,0.041,41.634191036224365
50000,3185.6400960630735,10278650.021757681,0.051,0.13,l1,0.046,41.361000061035156
50000,3185.6632834527622,10278796.873526225,0.051,0.13,l2,0.001,41.643166065216064
50000,3185.7982049230741,10279651.312054049,0.051,0.13,l2,0.006,41.689085960388184
50000,3185.9331676941742,10280506.026546013,0.051,0.13,l2,0.011,41.744280099868774
50000,3186.0681693496817,10281361.001928896,0.051,0.13,l2,0.016,72.08067488670349
50000,3186.2032074955314,10282216.223266739,0.051,0.13,l2,0.021,41.507651805877686
50000,3186.338279759806,10283071.675759841,0.051,0.13,l2,0.026,41.93165397644043
50000,3186.4733837925642,10283927.344743684,0.051,0.13,l2,0.031,43.034420013427734
50000,3186.6085172656813,10284783.21568799,0.051,0.13,l2,0.036,42.02431917190552
50000,3186.7436778726792,10285639.27419566,0.051,0.13,l2,0.041,41.717769145965576
50000,3186.8788633285535,10286495.506001722,0.051,0.13,l2,0.046,41.54094409942627
50000,3185.6272849888551,10278611.139531897,0.051,0.16,l1,0.001,75.07883596420288
50000,3185.6276970296499,10278613.748109696,0.051,0.16,l1,0.006,42.31822490692139
50000,3185.6281090737052,10278616.356708322,0.051,0.16,l1,0.011,49.66619801521301
50000,3185.6285211210202,10278618.965327762,0.051,0.16,l1,0.016,41.82748603820801
50000,3185.6289331715916,10278621.573967993,0.051,0.16,l1,0.021,41.44551396369934
50000,3185.6293452254222,10278624.182629032,0.051,0.16,l1,0.026,42.54323220252991
50000,3185.6297572825138,10278626.791310905,0.051,0.16,l1,0.031,41.312066078186035
50000,3185.6301693428641,10278629.400013587,0.051,0.16,l1,0.036,42.10211896896362
50000,3185.6305814064744,10278632.008737082,0.051,0.16,l1,0.041,42.08609199523926
50000,3185.6309934733413,10278634.617481368,0.051,0.16,l1,0.046,79.23696994781494
50000,3185.6541896259741,10278781.541898988,0.051,0.16,l2,0.001,41.8757860660553
50000,3185.7891506462006,10279636.333752433,0.051,0.16,l2,0.006,41.320125102996826
50000,3185.9241528706507,10280491.400206618,0.051,0.16,l2,0.011,42.023953914642334
50000,3186.0591938781313,10281346.726162815,0.051,0.16,l2,0.016,41.771957874298096
50000,3186.1942712698465,10282202.296660012,0.051,0.16,l2,0.021,41.96860408782959
50000,3186.3293826692143,10283058.096873868,0.051,0.16,l2,0.026,41.98654222488403
50000,3186.4645257217053,10283914.112115664,0.051,0.16,l2,0.031,74.76826596260071
50000,3186.5996980946793,10284770.327831332,0.051,0.16,l2,0.036,43.79354500770569
50000,3186.7348974772021,10285626.729600336,0.051,0.16,l2,0.041,41.8601770401001
50000,3186.8701215798937,10286483.303134734,0.051,0.16,l2,0.046,41.700079917907715
50000,3185.7481306967275,10279330.417410631,0.051,0.19,l1,0.001,43.24492788314819
50000,3185.7485438277549,10279333.032551255,0.051,0.19,l1,0.006,42.218700885772705
50000,3185.7489569620379,10279335.647712668,0.051,0.19,l1,0.011,42.706767082214355
50000,3185.7493700995842,10279338.262894919,0.051,0.19,l1,0.016,73.48414611816406
50000,3185.7497832403837,10279340.878097955,0.051,0.19,l1,0.021,42.863282203674316
50000,3185.7501963844456,10279343.493321821,0.051,0.19,l1,0.026,42.11258792877197
50000,3185.7506095317649,10279346.108566491,0.051,0.19,l1,0.031,42.34031701087952
50000,3185.751022682346,10279348.723831994,0.051,0.19,l1,0.036,42.30207896232605
50000,3185.7514358361814,10279351.339118278,0.051,0.19,l1,0.041,42.51345705986023
50000,3185.7518489932777,10279353.954425387,0.051,0.19,l1,0.046,42.06569480895996
50000,3185.775118104887,10279501.305544432,0.051,0.19,l2,0.001,77.48112106323242
50000,3185.9104932054711,10280358.527696526,0.051,0.19,l2,0.006,41.845547914505005
50000,3186.0459080687774,10281216.015956691,0.051,0.19,l2,0.011,42.34016299247742
50000,3186.181360274069,10282073.755231231,0.051,0.19,l2,0.016,41.83562517166138
50000,3186.3168474230397,10282931.730564365,0.051,0.19,l2,0.021,42.5598931312561
50000,3186.4523671396537,10283789.92713723,0.051,0.19,l2,0.026,42.00131893157959
50000,3186.5879170699641,10284648.330266785,0.051,0.19,l2,0.031,42.83856511116028
50000,3186.7234948819491,10285506.925404798,0.051,0.19,l2,0.036,77.77238392829895
50000,3186.8590982653482,10286365.698136846,0.051,0.19,l2,0.041,42.52689599990845
50000,3186.9947249314823,10287224.634181235,0.051,0.19,l2,0.046,42.651474952697754
50000,3179.3858610009611,10238975.795900881,0.061,0.01,l1,0.001,52.12125301361084
50000,3179.3862554160323,10238978.289799301,0.061,0.01,l1,0.006,40.229066133499146
50000,3179.3866498351322,10238980.783723284,0.061,0.01,l1,0.011,39.90526604652405
50000,3179.3870442582615,10238983.277672833,0.061,0.01,l1,0.016,40.96004796028137
50000,3179.3874386854177,10238985.771647936,0.061,0.01,l1,0.021,40.26847290992737
50000,3179.3878331166034,10238988.265648607,0.061,0.01,l1,0.026,39.69952082633972
50000,3179.3882275518172,10238990.759674836,0.061,0.01,l1,0.031,40.26749587059021
50000,3179.3886219910592,10238993.253726628,0.061,0.01,l1,0.036,39.83491110801697
50000,3179.3890164343284,10238995.747803971,0.061,0.01,l1,0.041,73.53358101844788
50000,3179.3894108816266,10238998.241906878,0.061,0.01,l1,0.046,39.60689687728882
50000,3179.4149333520168,10239159.758392051,0.061,0.01,l2,0.001,40.1185839176178
50000,3179.5608203661359,10240082.893320661,0.061,0.01,l2,0.006,39.60738205909729
50000,3179.7069215308475,10241007.38485238,0.061,0.01,l2,0.011,40.305400133132935
50000,3179.8532315358475,10241933.20001179,0.061,0.01,l2,0.016,39.542272090911865
50000,3179.9997451252411,10242860.306157926,0.061,0.01,l2,0.021,67.38119006156921
50000,3180.1464570970779,10243788.670981389,0.061,0.01,l2,0.026,41.386045932769775
50000,3180.2933623028666,10244718.262501378,0.061,0.01,l2,0.031,39.80422496795654
50000,3180.4404556470968,10245649.049062762,0.061,0.01,l2,0.036,39.506006956100464
50000,3180.5877320867803,10246580.999333249,0.061,0.01,l2,0.041,39.65035676956177
50000,3180.7351866309768,10247514.082300495,0.061,0.01,l2,0.046,40.04165005683899
50000,3178.9987320091773,10236295.19099636,0.061,0.04,l1,0.001,39.7790629863739
50000,3178.9991220802171,10236297.654261887,0.061,0.04,l1,0.006,71.02983617782593
50000,3178.9995121552888,10236300.117552983,0.061,0.04,l1,0.011,45.48568296432495
50000,3178.99990223439,10236302.580869647,0.061,0.04,l1,0.016,40.541906118392944
50000,3179.0002923175225,10236305.044211878,0.061,0.04,l1,0.021,40.25361394882202
50000,3179.0006824046823,10236307.507579658,0.061,0.04,l1,0.026,41.82326102256775
50000,3179.0010724958743,10236309.970973017,0.061,0.04,l1,0.031,40.62719416618347
50000,3179.0014625910935,10236312.43439192,0.061,0.04,l1,0.036,40.260791063308716
50000,3179.0018526903445,10236314.897836396,0.061,0.04,l1,0.041,66.94136905670166
50000,3179.0022427936265,10236317.361306448,0.061,0.04,l1,0.046,43.85053300857544
50000,3179.027352511308,10236476.155814903,0.061,0.04,l2,0.001,40.71238708496094
50000,3179.1709790577202,10237384.295843456,0.061,0.04,l2,0.006,40.374709129333496
50000,3179.3148249961459,10238293.832834942,0.061,0.04,l2,0.011,40.89355492591858
50000,3179.4588850698383,10239204.734082269,0.061,0.04,l2,0.016,40.61746311187744
50000,3179.6031540754893,10240116.967207413,0.061,0.04,l2,0.021,40.5999391078949
50000,3179.7476268627533,10241030.500158481,0.061,0.04,l2,0.026,70.01358199119568
50000,3179.8922983337857,10241945.301206876,0.061,0.04,l2,0.031,42.89014506340027
50000,3180.0371634427693,10242861.338944374,0.061,0.04,l2,0.036,40.031434059143066
50000,3180.1822171954709,10243778.582280405,0.061,0.04,l2,0.041,40.344013929367065
50000,3180.3274546487737,10244697.000439184,0.061,0.04,l2,0.046,40.63493204116821
50000,3178.7331585764287,10234973.934021078,0.061,0.07,l1,0.001,40.69735789299011
50000,3178.7335451429722,10234976.379625248,0.061,0.07,l1,0.006,63.18251299858093
50000,3178.7339317135456,10234978.825254969,0.061,0.07,l1,0.011,40.606764793395996
50000,3178.73431828815,10234981.27091025,0.061,0.07,l1,0.016,40.848450899124146
50000,3178.7347048667853,10234983.716591086,0.061,0.07,l1,0.021,40.30380296707153
50000,3178.7350914494518,10234986.162297489,0.061,0.07,l1,0.026,40.814945936203
50000,3178.7354780361484,10234988.608029444,0.061,0.07,l1,0.031,40.86770796775818
50000,3178.7358646268772,10234991.053786952,0.061,0.07,l1,0.036,40.728463888168335
50000,3178.7362512216341,10234993.499570012,0.061,0.07,l1,0.041,76.9220278263092
50000,3178.7366378204256,10234995.94537865,0.061,0.07,l1,0.046,41.92689394950867
50000,3178.7616112950145,10235154.042941937,0.061,0.07,l2,0.001,41.22084188461304
50000,3178.9044019290682,10236057.918308739,0.061,0.07,l2,0.006,40.81316590309143
50000,3179.0474227453028,10236963.24449579,0.061,0.07,l2,0.011,40.6011860370636
50000,3179.1906684060805,10237869.988403166,0.061,0.07,l2,0.016,41.59880709648132
50000,3179.3341336277208,10238778.11726247,0.061,0.07,l2,0.021,40.759238958358765
50000,3179.4778131800176,10239687.598633887,0.061,0.07,l2,0.026,69.15726399421692
50000,3179.6217018857747,10240598.400403315,0.061,0.07,l2,0.031,40.346461057662964
50000,3179.7657946203444,10241510.490779538,0.061,0.07,l2,0.036,41.519137144088745
50000,3179.9100863111598,10242423.838291336,0.061,0.07,l2,0.041,40.666436195373535
50000,3180.0545719372794,10243338.411784703,0.061,0.07,l2,0.046,40.51996207237244
50000,3179.0703333333317,10237191.746199366,0.061,0.1,l1,0.001,41.6337730884552
50000,3179.0707237499619,10237194.217325823,0.061,0.1,l1,0.006,40.97188711166382
50000,3179.071114170622,10237196.688477831,0.061,0.1,l1,0.011,69.52220511436462
50000,3179.0715045953089,10237199.159655388,0.061,0.1,l1,0.016,40.737183809280396
50000,3179.0718950240303,10237201.630858526,0.061,0.1,l1,0.021,41.34404492378235
50000,3179.0722854567771,10237204.102087202,0.061,0.1,l1,0.026,41.11638402938843
50000,3179.0726758935562,10237206.573341453,0.061,0.1,l1,0.031,41.24523115158081
50000,3179.0730663343638,10237209.04462125,0.061,0.1,l1,0.036,41.48899006843567
50000,3179.0734567792006,10237211.515926607,0.061,0.1,l1,0.041,41.10732913017273
50000,3179.0738472280705,10237213.987257544,0.061,0.1,l1,0.046,72.82942485809326
50000,3179.0989393521845,10237372.904722394,0.061,0.1,l2,0.001,41.10682010650635
50000,3179.2424937433252,10238282.011008933,0.061,0.1,l2,0.006,41.192610025405884
50000,3179.3862673993399,10239192.497553313,0.061,0.1,l2,0.011,40.88477087020874
50000,3179.5302550817805,10240104.331878373,0.061,0.1,l2,0.016,40.9695029258728
50000,3179.6744516053054,10241017.481833208,0.061,0.1,l2,0.021,40.993300914764404
50000,3179.8188518372153,10241931.915590322,0.061,0.1,l2,0.026,41.42797589302063
50000,3179.9634506969855,10242847.601642754,0.061,0.1,l2,0.031,69.8658230304718
50000,3180.1082431558139,10243764.508801304,0.061,0.1,l2,0.036,40.807976961135864
50000,3180.2532242361649,10244682.606191736,0.061,0.1,l2,0.041,41.18346905708313
50000,3180.3983890113136,10245601.863251962,0.061,0.1,l2,0.046,42.1190710067749
50000,3178.9702337317299,10236429.584356124,0.061,0.13,l1,0.001,59.7592990398407
50000,3178.9706232048866,10236432.047975862,0.061,0.13,l1,0.006,42.00776982307434
50000,3178.9710126820728,10236434.511621162,0.061,0.13,l1,0.011,41.46913003921509
50000,3178.9714021632899,10236436.975292029,0.061,0.13,l1,0.016,41.61147403717041
50000,3178.9717916485365,10236439.438988445,0.061,0.13,l1,0.021,41.18640494346619
50000,3178.9721811378131,10236441.902710421,0.061,0.13,l1,0.026,41.3633918762207
50000,3178.9725706311183,10236444.366457954,0.061,0.13,l1,0.031,41.68877983093262
50000,3178.9729601284548,10236446.83023105,0.061,0.13,l1,0.036,76.92303895950317
50000,3178.9733496298222,10236449.294029707,0.061,0.13,l1,0.041,42.21166801452637
50000,3178.9737391352164,10236451.75785391,0.061,0.13,l1,0.046,41.24765419960022
50000,3178.9987745314984,10236610.260940682,0.061,0.13,l2,0.001,40.95884299278259
50000,3179.1420030382301,10237516.959861239,0.061,0.13,l2,0.006,41.57079792022705
50000,3179.2854527329823,10238425.055396467,0.061,0.13,l2,0.011,41.41843891143799
50000,3179.4291183758878,10239334.515026044,0.061,0.13,l2,0.016,41.39213585853577
50000,3179.5729947801037,10240245.306555646,0.061,0.13,l2,0.021,72.50244402885437
50000,3179.7170768113228,10241157.398113972,0.061,0.13,l2,0.026,41.35824489593506
50000,3179.8613593873297,10242070.758149978,0.061,0.13,l2,0.031,40.9464898109436
50000,3180.0058374775372,10242985.355430059,0.061,0.13,l2,0.036,41.333779096603394
50000,3180.15050610253,10243901.15903523,0.061,0.13,l2,0.041,41.33858108520508
50000,3180.2953603336232,10244818.138358403,0.061,0.13,l2,0.046,41.69865608215332
50000,3178.9640420495352,10236430.509223664,0.061,0.16,l1,0.001,43.568552017211914
50000,3178.9644314258344,10236432.972720396,0.061,0.16,l1,0.006,72.4231960773468
50000,3178.9648208061603,10236435.436242659,0.061,0.16,l1,0.011,41.679550886154175
50000,3178.9652101905185,10236437.899790505,0.061,0.16,l1,0.016,42.57713484764099
50000,3178.9655995789062,10236440.363363897,0.061,0.16,l1,0.021,41.7518789768219
50000,3178.9659889713253,10236442.826962862,0.061,0.16,l1,0.026,41.313786029815674
50000,3178.9663783677756,10236445.290587384,0.061,0.16,l1,0.031,42.22486591339111
50000,3178.9667677682542,10236447.754237462,0.061,0.16,l1,0.036,41.67707705497742
50000,3178.9671571727613,10236450.217913091,0.061,0.16,l1,0.041,75.55583190917969
50000,3178.9675465813007,10236452.681614289,0.061,0.16,l1,0.046,41.96544885635376
50000,3178.9925866593949,10236611.244111452,0.061,0.16,l2,0.001,42.04738211631775
50000,3179.1358341068981,10237518.233535737,0.061,0.16,l2,0.006,41.702224016189575
50000,3179.2793027142807,10238426.618057013,0.061,0.16,l2,0.011,42.15243196487427
50000,3179.4229872325641,10239336.365107307,0.061,0.16,l2,0.016,41.49485206604004
50000,3179.5668824659415,10240247.442445505,0.061,0.16,l2,0.021,41.69032883644104
50000,3179.7109832713122,10241159.818154503,0.061,0.16,l2,0.026,66.58754205703735
50000,3179.8552845578133,10242073.460638292,0.061,0.16,l2,0.031,45.45185303688049
50000,3179.9997812863617,10242988.338619197,0.061,0.16,l2,0.036,41.63049101829529
50000,3180.1444684691969,10243904.42113502,0.061,0.16,l2,0.041,41.66345000267029
50000,3180.289341169449,10244821.677536417,0.061,0.16,l2,0.046,59.047390937805176
50000,3179.083307903783,10237137.672982702,0.061,0.19,l1,0.001,42.06690287590027
50000,3179.0836987452526,10237140.145204762,0.061,0.19,l1,0.006,42.49622201919556
50000,3179.0840895907522,10237142.617452383,0.061,0.19,l1,0.011,42.044450998306274
50000,3179.0844804402846,10237145.089725582,0.061,0.19,l1,0.016,42.1157009601593
50000,3179.0848712938432,10237147.562024323,0.061,0.19,l1,0.021,42.15393304824829
50000,3179.0852621514327,10237150.034348631,0.061,0.19,l1,0.026,42.26889109611511
50000,3179.0856530130504,10237152.506698491,0.061,0.19,l1,0.031,53.618622064590454
50000,3179.0860438786981,10237154.979073906,0.061,0.19,l1,0.036,67.64206004142761
50000,3179.0864347483744,10237157.451474881,0.061,0.19,l1,0.041,42.29664897918701
50000,3179.0868256220833,10237159.923901435,0.061,0.19,l1,0.046,43.02349591255188
50000,3179.1119752671088,10237319.126954766,0.061,0.19,l2,0.001,42.23408007621765
50000,3179.2558364414722,10238229.711659148,0.061,0.19,l2,0.006,42.375433921813965
50000,3179.3999162676446,10239141.67669457,0.061,0.19,l2,0.011,42.414209842681885
50000,3179.5442094985747,10240054.989509625,0.061,0.19,l2,0.016,51.70920395851135
50000,3179.6887109404665,10240969.617880125,0.061,0.19,l2,0.021,63.04549980163574
50000,3179.8334154523282,10241885.529906368,0.061,0.19,l2,0.026,41.82599997520447
50000,3179.9783179454953,10242802.694010194,0.061,0.19,l2,0.031,42.429035902023315
50000,3180.1234133831654,10243721.078932118,0.061,0.19,l2,0.036,42.17783498764038
50000,3180.2686967799609,10244640.653728658,0.061,0.19,l2,0.041,42.525249004364014
50000,3180.4141632014585,10245561.387769435,0.061,0.19,l2,0.046,41.86866807937622
50000,3175.1563518563298,10212189.675898571,0.071,0.01,l1,0.001,50.56878399848938
50000,3175.1567218022183,10212192.014981613,0.071,0.01,l1,0.006,59.443639039993286
50000,3175.1570917527702,10212194.354094118,0.071,0.01,l1,0.011,39.65932488441467
50000,3175.1574617079891,10212196.693236107,0.071,0.01,l1,0.016,39.10268497467041
50000,3175.1578316678742,10212199.032407572,0.071,0.01,l1,0.021,39.4319429397583
50000,3175.1582016324237,10212201.371608507,0.071,0.01,l1,0.026,39.55687403678894
50000,3175.1585716016389,10212203.710838918,0.071,0.01,l1,0.031,39.45260787010193
50000,3175.1589415755188,10212206.050098794,0.071,0.01,l1,0.036,46.77419996261597
50000,3175.1593115540663,10212208.389388166,0.071,0.01,l1,0.041,66.60710406303406
50000,3175.1596815372759,10212210.728706984,0.071,0.01,l1,0.046,40.029930114746094
50000,3175.1857084463568,10212375.512273448,0.071,0.01,l2,0.001,39.374029874801636
50000,3175.333133356401,10213308.738737259,0.071,0.01,l2,0.006,39.65360999107361
50000,3175.4810048633358,10214244.76582532,0.071,0.01,l2,0.011,39.901222944259644
50000,3175.6293138249303,10215183.536884764,0.071,0.01,l2,0.016,41.24867391586304
50000,3175.7780512006693,10216124.995888935,0.071,0.01,l2,0.021,45.231138944625854
50000,3175.9272080507499,10217069.087431137,0.071,0.01,l2,0.026,62.86564493179321
50000,3176.0767755350944,10218015.756718528,0.071,0.01,l2,0.031,39.4733829498291
50000,3176.2267449123674,10218964.949566068,0.071,0.01,l2,0.036,38.89885210990906
50000,3176.3771075389845,10219916.612390373,0.071,0.01,l2,0.041,39.77373003959656
50000,3176.5278548681631,10220870.69220384,0.071,0.01,l2,0.046,57.56026792526245
50000,3174.425282769394,10207376.33109287,0.071,0.04,l1,0.001,40.7851939201355
50000,3174.4256448878232,10207378.617125353,0.071,0.04,l1,0.006,40.120590925216675
50000,3174.426007010984,10207380.903187716,0.071,0.04,l1,0.011,40.0336799621582
50000,3174.4263691388778,10207383.189279962,0.071,0.04,l1,0.016,40.65252089500427
50000,3174.4267312714992,10207385.475402053,0.071,0.04,l1,0.021,40.139492988586426
50000,3174.4270934088545,10207387.761554029,0.071,0.04,l1,0.026,40.30397582054138
50000,3174.4274555509428,10207390.047735885,0.071,0.04,l1,0.031,69.99409890174866
50000,3174.4278176977587,10207392.333947591,0.071,0.04,l1,0.036,40.49565505981445
50000,3174.4281798493112,10207394.620189195,0.071,0.04,l1,0.041,39.88328409194946
50000,3174.4285420055921,10207396.906460658,0.071,0.04,l1,0.046,39.97052812576294
50000,3174.4540692254045,10207558.360232243,0.071,0.04,l2,0.001,40.80446982383728
50000,3174.5986566967176,10208472.635659274,0.071,0.04,l2,0.006,40.2886118888855
50000,3174.7437255794025,10209389.940199394,0.071,0.04,l2,0.011,40.00667095184326
50000,3174.8892663479637,10210310.214726161,0.071,0.04,l2,0.016,70.5187120437622
50000,3175.0352695829256,10211233.400766943,0.071,0.04,l2,0.021,40.137967109680176
50000,3175.181725969765,10212159.440496318,0.071,0.04,l2,0.026,40.37882995605469
50000,3175.3500050444813,10213205.069476265,0.071,0.04,l2,0.031,40.281607151031494
50000,3175.4972793991356,10214136.320492994,0.071,0.04,l2,0.036,40.355931997299194
50000,3175.644977535645,10215070.244344847,0.071,0.04,l2,0.041,40.123120069503784
50000,3175.7930905886378,10216006.785945296,0.071,0.04,l2,0.046,40.4821720123291
50000,3174.1826083803649,10206157.65196164,0.071,0.07,l1,0.001,77.58936905860901
50000,3174.1829663353151,10206159.917083059,0.071,0.07,l1,0.006,40.68209505081177
50000,3174.1833242950006,10206162.182234362,0.071,0.07,l1,0.011,40.83392405509949
50000,3174.1836822594214,10206164.447415546,0.071,0.07,l1,0.016,41.57588505744934
50000,3174.1840402285743,10206166.712626588,0.071,0.07,l1,0.021,40.565101146698
50000,3174.1843982024661,10206168.977867538,0.071,0.07,l1,0.026,41.409478187561035
